|Name|Creature family|Source|Rarity|Size|Alignment|Trait|Level|Hp|Ac|Fortitude|Reflex|Will|Perception|Sense|Speed|
|[Akizendri](https://2e.aonprd.com/Monsters.aspx?ID=764)|[Protean](https://2e.aonprd.com/MonsterFamilies.aspx?ID=82)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 204<br><br>2.0|Common|Small|CN|[Monitor](https://2e.aonprd.com/Traits.aspx?ID=111), [Protean](https://2e.aonprd.com/Traits.aspx?ID=231)|3|42 ( fast healing 1)|19|+6|+11|+10|+8|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), entropy sense (imprecise) 30 feet|25 feet, fly 25 feet, swim 25 feet; [_freedom of movement_](https://2e.aonprd.com/Spells.aspx?ID=128)|
|[Alapolo](https://2e.aonprd.com/Monsters.aspx?ID=1794)||[Pathfinder #174: Shadows of the Ancients](https://2e.aonprd.com/Sources.aspx?ID=115) pg. 80|Rare|Medium|CN|[Fey](https://2e.aonprd.com/Traits.aspx?ID=69), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Shadow](https://2e.aonprd.com/Traits.aspx?ID=143)|17|310|41|+26|+34|+29|+28|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|40 feet|
|[Alate Ant](https://2e.aonprd.com/Monsters.aspx?ID=1837)|[Gigantic Ant](https://2e.aonprd.com/MonsterFamilies.aspx?ID=304)|[Pathfinder #174: Shadows of the Ancients](https://2e.aonprd.com/Sources.aspx?ID=115) pg. 72|Rare|Large|N|[Beast](https://2e.aonprd.com/Traits.aspx?ID=20), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|16|295|39|+24|+30|+28|+28|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33) (imprecise) 60 feet|40 feet, climb 20 feet, fly 40 feet|
|[Alchemical Golem](https://2e.aonprd.com/Monsters.aspx?ID=239)|[Golem](https://2e.aonprd.com/MonsterFamilies.aspx?ID=57)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 185|Uncommon|Large|N|[Alchemical](https://2e.aonprd.com/Traits.aspx?ID=6), [Construct](https://2e.aonprd.com/Traits.aspx?ID=35), [Golem](https://2e.aonprd.com/Traits.aspx?ID=220), [Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|9|150|27|+20|+19|+15|+15|darkvision|25 feet|
|[Alghollthu Master](https://2e.aonprd.com/Monsters.aspx?ID=2)|[Alghollthu](https://2e.aonprd.com/MonsterFamilies.aspx?ID=1)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 14|Uncommon|Huge|LE|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Aquatic](https://2e.aonprd.com/Traits.aspx?ID=168), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|7|135|23|+15|+10|+16|+17|darkvision|10 feet, swim 60 feet|
|[Almiraj](https://2e.aonprd.com/Monsters.aspx?ID=2473)||[Pathfinder #157: Devil at the Dreaming Palace](https://2e.aonprd.com/Sources.aspx?ID=45) pg. 16|Uncommon|Small|N|[Beast](https://2e.aonprd.com/Traits.aspx?ID=20), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|1|20|16|+6|+11|+5|+8|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33) (imprecise) 30 feet|20 feet, burrow 10 feet|
|[Aluum Enforcer](https://2e.aonprd.com/Monsters.aspx?ID=476)|[Aluum](https://2e.aonprd.com/MonsterFamilies.aspx?ID=113)|[Pathfinder #149: Against the Scarlet Triad](https://2e.aonprd.com/Sources.aspx?ID=14) pg. 82|Uncommon|Large|N|[Construct](https://2e.aonprd.com/Traits.aspx?ID=35), [Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|10|145|30|+21|+18|+15|+17|darkvision|25 feet|
|[Amalgamite](https://2e.aonprd.com/Monsters.aspx?ID=1059)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 14|Rare|Medium|NE|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|13|220|33|+22|+22|+26|+23|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|25 feet|
|[Amelekana](https://2e.aonprd.com/Monsters.aspx?ID=2443)||[Pathfinder #187: The Seventh Arch](https://2e.aonprd.com/Sources.aspx?ID=192) pg. 84|Uncommon|Large|N|[Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Beast](https://2e.aonprd.com/Traits.aspx?ID=20), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|4|72|21|+14|+11|+14|+14|[lifesense](https://2e.aonprd.com/MonsterAbilities.aspx?ID=21) 100 feet|20 feet, swim 20 feet|
|[Amihan](https://2e.aonprd.com/NPCs.aspx?ID=1502)||[Pathfinder #167: Ready? Fight!](https://2e.aonprd.com/Sources.aspx?ID=86) pg. 40|Rare|Medium|N|[Human](https://2e.aonprd.com/Traits.aspx?ID=90), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|15|275|37|+25|+28|+21|+21||25 feet|
|[Ammut](https://2e.aonprd.com/Monsters.aspx?ID=872)||[Pathfinder #155: Lord of the Black Sands](https://2e.aonprd.com/Sources.aspx?ID=33) pg. 77|Rare|Huge|NE|[Fiend](https://2e.aonprd.com/Traits.aspx?ID=70), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|18|350|41|+35|+27|+28|+33|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent (imprecise) 30 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33), [_true seeing_](https://2e.aonprd.com/Spells.aspx?ID=344)|50 feet, burrow 30 feet|
|[Amoeba Swarm](https://2e.aonprd.com/Monsters.aspx?ID=750)|[Ooze](https://2e.aonprd.com/MonsterFamilies.aspx?ID=79)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 192<br><br>2.0|Common|Large|N|[Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Ooze](https://2e.aonprd.com/Traits.aspx?ID=122), [Swarm](https://2e.aonprd.com/Traits.aspx?ID=239)|1|35|9|+8|+1|+3|+3|motion sense 60 feet, no vision|5 feet, climb 5 feet, swim 10 feet|
|[Amphisbaena](https://2e.aonprd.com/Monsters.aspx?ID=1060)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 15|Common|Medium|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9)|4|70|21|+10|+14|+8|+10|[tremorsense](https://2e.aonprd.com/MonsterAbilities.aspx?ID=40) 60 feet|25 feet, climb 25 feet, swim 25 feet|
|[Anadi Fateweaver](https://2e.aonprd.com/Monsters.aspx?ID=1608)|[Anadi](https://2e.aonprd.com/MonsterFamilies.aspx?ID=107)|[Pathfinder #169: Kindled Magic](https://2e.aonprd.com/Sources.aspx?ID=94) pg. 79|Uncommon|Medium|NG|[Anadi](https://2e.aonprd.com/Traits.aspx?ID=255), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|5|75|21|+9|+12|+15|+14||25 feet, climb 25 feet|
|[Anadi Lurker](https://2e.aonprd.com/Monsters.aspx?ID=1607)|[Anadi](https://2e.aonprd.com/MonsterFamilies.aspx?ID=107)|[Pathfinder #169: Kindled Magic](https://2e.aonprd.com/Sources.aspx?ID=94) pg. 78|Uncommon|Medium|CN|[Anadi](https://2e.aonprd.com/Traits.aspx?ID=255), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|3|45|19|+7|+11|+9|+11||25 feet, climb 25 feet|
|[Anadi Seeker](https://2e.aonprd.com/Monsters.aspx?ID=1606)|[Anadi](https://2e.aonprd.com/MonsterFamilies.aspx?ID=107)|[Pathfinder #169: Kindled Magic](https://2e.aonprd.com/Sources.aspx?ID=94) pg. 78|Uncommon|Medium|CG|[Anadi](https://2e.aonprd.com/Traits.aspx?ID=255), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|1|20|15|+4|+10|+7|+7||25 feet, climb 25 feet|
|[Anancus](https://2e.aonprd.com/Monsters.aspx?ID=667)|[Elephant](https://2e.aonprd.com/MonsterFamilies.aspx?ID=46)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 116<br><br>2.0|Common|Huge|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9)|8|170|25|+19|+14|+16|+16|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23), [scent (imprecise) 30 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33)|40 feet|
|[Anarchic Living Graffiti](https://2e.aonprd.com/Monsters.aspx?ID=2610)||[Pathfinder #193: Mantle of Gold](https://2e.aonprd.com/Sources.aspx?ID=206) pg. 43|Rare|Medium|CN|[Construct](https://2e.aonprd.com/Traits.aspx?ID=35), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|0|16|15|+6|+8|+6|+6|darkvision|25 feet|
|[Ancestral Echo](https://2e.aonprd.com/Monsters.aspx?ID=2609)||[Pathfinder #193: Mantle of Gold](https://2e.aonprd.com/Sources.aspx?ID=206) pg. 42|Rare|Medium|No Alignment|[Dwarf](https://2e.aonprd.com/Traits.aspx?ID=54), [Ghost](https://2e.aonprd.com/Traits.aspx?ID=217), [Incorporeal](https://2e.aonprd.com/Traits.aspx?ID=222), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Spirit](https://2e.aonprd.com/Traits.aspx?ID=149), [Undead](https://2e.aonprd.com/Traits.aspx?ID=160)|1|15 (negative healing, rejuvenation)|16|+7|+6|+9|+9|darkvision|fly 20 feet|
|[Ancient Black Dragon](https://2e.aonprd.com/Monsters.aspx?ID=129)|[Dragon, Black](https://2e.aonprd.com/MonsterFamilies.aspx?ID=165)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 106|Uncommon|Huge|CE|[Acid](https://2e.aonprd.com/Traits.aspx?ID=3), [Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|16|325|39|+30|+27|+29|+30|darkvision, scent (imprecise) 60 feet|60 feet, fly 150 feet, swim 60 feet|
|[Ancient Blue Dragon](https://2e.aonprd.com/Monsters.aspx?ID=132)|[Dragon, Blue](https://2e.aonprd.com/MonsterFamilies.aspx?ID=166)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 108|Uncommon|Huge|LE|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Electricity](https://2e.aonprd.com/Traits.aspx?ID=56), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|18|370|42|+32|+30|+33|+31|darkvision, scent (imprecise) 60 feet|50 feet, burrow 30 feet, fly 200 feet|
|[Ancient Brass Dragon](https://2e.aonprd.com/Monsters.aspx?ID=144)|[Dragon, Brass](https://2e.aonprd.com/MonsterFamilies.aspx?ID=170)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 118|Uncommon|Huge|CG|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Fire](https://2e.aonprd.com/Traits.aspx?ID=72), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|16|325|39|+30|+29|+30|+30|darkvision, scent (imprecise) 60 feet, tremorsense (imprecise) 60 feet|50 feet, burrow 40 feet, fly 150 feet|
|[Ancient Brine Dragon](https://2e.aonprd.com/Monsters.aspx?ID=623)|[Dragon, Brine](https://2e.aonprd.com/MonsterFamilies.aspx?ID=175)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 88<br><br>2.0|Rare|Gargantuan|LN|[Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Water](https://2e.aonprd.com/Traits.aspx?ID=165)|17|330|40|+31|+30|+30|+32|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent (imprecise) 60 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33)|50 feet, fly 140 feet, swim 70 feet|
|[Ancient Bronze Dragon](https://2e.aonprd.com/Monsters.aspx?ID=147)|[Dragon, Bronze](https://2e.aonprd.com/MonsterFamilies.aspx?ID=171)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 120|Uncommon|Gargantuan|LG|[Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159), [Water](https://2e.aonprd.com/Traits.aspx?ID=165)|18|360|43|+32|+30|+34|+32|darkvision, scent (imprecise) 100 feet|60 feet, fly 200 feet, swim 60 feet|
|[Ancient Cloud Dragon](https://2e.aonprd.com/Monsters.aspx?ID=626)|[Dragon, Cloud](https://2e.aonprd.com/MonsterFamilies.aspx?ID=176)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 90<br><br>2.0|Rare|Gargantuan|N|[Air](https://2e.aonprd.com/Traits.aspx?ID=5), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|19|355|44|+36|+32|+34|+34|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), mist vision, [scent (imprecise) 60 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33)|60 feet, fly 160 feet; cloud walk|
|[Ancient Copper Dragon](https://2e.aonprd.com/Monsters.aspx?ID=150)|[Dragon, Copper](https://2e.aonprd.com/MonsterFamilies.aspx?ID=172)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 122|Uncommon|Huge|CG|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Earth](https://2e.aonprd.com/Traits.aspx?ID=55), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|17|345|41|+30|+32|+32|+30|darkvision, scent (imprecise) 60 feet|50 feet, fly 200 feet; climb stone 50 feet|
|[Ancient Crystal Dragon](https://2e.aonprd.com/Monsters.aspx?ID=629)|[Dragon, Crystal](https://2e.aonprd.com/MonsterFamilies.aspx?ID=177)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 92<br><br>2.0|Rare|Gargantuan|NG|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Earth](https://2e.aonprd.com/Traits.aspx?ID=55), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|16|275|42|+30|+27|+29|+28|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent (imprecise) 60 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33), [tremorsense (imprecise) 60 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=40)|60 feet, burrow 40 feet, fly 140 feet|
|[Ancient Forest Dragon](https://2e.aonprd.com/Monsters.aspx?ID=1124)|[Dragon, Forest](https://2e.aonprd.com/MonsterFamilies.aspx?ID=227)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 76|Rare|Gargantuan|CE|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Plant](https://2e.aonprd.com/Traits.aspx?ID=125), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|19|410|44|+32|+29|+35|+33|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33) (imprecise) 60 feet|40 feet, fly 160 feet; woodland stride|
|[Ancient Gold Dragon](https://2e.aonprd.com/Monsters.aspx?ID=153)|[Dragon, Gold](https://2e.aonprd.com/MonsterFamilies.aspx?ID=173)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 125|Uncommon|Gargantuan|LG|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Fire](https://2e.aonprd.com/Traits.aspx?ID=72), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|20|450|46|+37|+34|+39|+36|darkvision, scent (imprecise) 80 feet|60 feet, fly 200 feet, swim 60 feet|
|[Ancient Green Dragon](https://2e.aonprd.com/Monsters.aspx?ID=135)|[Dragon, Green](https://2e.aonprd.com/MonsterFamilies.aspx?ID=167)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 110|Uncommon|Gargantuan|LE|[Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|17|315|41|+30|+29|+32|+30|darkvision, scent (imprecise) 60 feet|50 feet, fly 200 feet, swim 50 feet; trackless step, woodland stride|
|[Ancient Magma Dragon](https://2e.aonprd.com/Monsters.aspx?ID=633)|[Dragon, Magma](https://2e.aonprd.com/MonsterFamilies.aspx?ID=178)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 95<br><br>2.0<br><br> , [Pathfinder #148: Fires of the Haunted City](https://2e.aonprd.com/Sources.aspx?ID=13) pg. 81|Rare|Gargantuan|CN|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Fire](https://2e.aonprd.com/Traits.aspx?ID=72), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|18|390|42|+34|+30|+31|+33|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent (imprecise) 60 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33)|50 feet, fly 200 feet; magma swim 50 feet|
|[Ancient Red Dragon](https://2e.aonprd.com/Monsters.aspx?ID=138)|[Dragon, Red](https://2e.aonprd.com/MonsterFamilies.aspx?ID=168)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 112|Uncommon|Huge|CE|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Fire](https://2e.aonprd.com/Traits.aspx?ID=72), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|19|425|45|+35|+32|+35|+35|darkvision, scent (imprecise) 60 feet, smoke vision|60 feet, fly 180 feet|
|[Ancient Rivener](https://2e.aonprd.com/Monsters.aspx?ID=1675)|[Ikeshti](https://2e.aonprd.com/MonsterFamilies.aspx?ID=294)|[Pathfinder #173: Doorway to the Red Star](https://2e.aonprd.com/Sources.aspx?ID=103) pg. 86|Common|Large|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Ikeshti](https://2e.aonprd.com/Traits.aspx?ID=420)|14|280|35|+27|+25|+22|+25||30 feet|
|[Ancient Sea Dragon](https://2e.aonprd.com/Monsters.aspx?ID=1127)|[Dragon, Sea](https://2e.aonprd.com/MonsterFamilies.aspx?ID=228)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 78|Rare|Gargantuan|CG|[Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Water](https://2e.aonprd.com/Traits.aspx?ID=165)|17|350|41|+29|+32|+27|+30|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [wavesense](https://2e.aonprd.com/MonsterAbilities.aspx?ID=41) (imprecise) 60 feet|50 feet, fly 140 feet, swim 70 feet; [_water walk_](https://2e.aonprd.com/Spells.aspx?ID=371)|
|[Ancient Silver Dragon](https://2e.aonprd.com/Monsters.aspx?ID=156)|[Dragon, Silver](https://2e.aonprd.com/MonsterFamilies.aspx?ID=174)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 127|Uncommon|Gargantuan|LG|[Cold](https://2e.aonprd.com/Traits.aspx?ID=27), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|19|410|45|+34|+31|+34|+32|darkvision, fog vision, scent (imprecise) 60 feet|60 feet, fly 180 feet; cloud walk|
|[Ancient Sky Dragon](https://2e.aonprd.com/Monsters.aspx?ID=1130)|[Dragon, Sky](https://2e.aonprd.com/MonsterFamilies.aspx?ID=229)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 80|Rare|Gargantuan|LG|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Electricity](https://2e.aonprd.com/Traits.aspx?ID=56), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|18|335|42|+31|+28|+32|+32|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33) (imprecise) 60 feet|60 feet, fly 160 feet|
|[Ancient Sovereign Dragon](https://2e.aonprd.com/Monsters.aspx?ID=1133)|[Dragon, Sovereign](https://2e.aonprd.com/MonsterFamilies.aspx?ID=230)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 83|Rare|Gargantuan|N|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Earth](https://2e.aonprd.com/Traits.aspx?ID=55), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|20|410|46|+35|+31|+36|+36|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33) (imprecise) 60 feet|60 feet, fly 180 feet|
|[Ancient Umbral Dragon](https://2e.aonprd.com/Monsters.aspx?ID=636)|[Dragon, Umbral](https://2e.aonprd.com/MonsterFamilies.aspx?ID=179)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 97<br><br>2.0|Rare|Gargantuan|NE|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Shadow](https://2e.aonprd.com/Traits.aspx?ID=143)|20|375|45|+35|+33|+38|+36|[greater darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent (imprecise) 60 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33), [tremorsense (imprecise) 60 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=40)|60 feet, fly 200 feet|
|[Ancient Underworld Dragon](https://2e.aonprd.com/Monsters.aspx?ID=1136)|[Dragon, Underworld](https://2e.aonprd.com/MonsterFamilies.aspx?ID=231)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 85|Rare|Gargantuan|LE|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Fire](https://2e.aonprd.com/Traits.aspx?ID=72), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|16|295|39|+30|+25|+28|+28|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33) (imprecise) 60 feet, smoke vision|40 feet, burrow 60 feet, fly 80 feet|
|[Ancient White Dragon](https://2e.aonprd.com/Monsters.aspx?ID=141)|[Dragon, White](https://2e.aonprd.com/MonsterFamilies.aspx?ID=169)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 115|Uncommon|Huge|CE|[Cold](https://2e.aonprd.com/Traits.aspx?ID=27), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|15|330|36|+30|+26|+24|+30|darkvision, scent (imprecise) 60 feet, snow vision|40 feet, fly 160 feet; ice climb 40 feet|
|[Ancient Wisp](https://2e.aonprd.com/Monsters.aspx?ID=2327)||[Kingmaker Adventure Path](https://2e.aonprd.com/Sources.aspx?ID=150) pg. 364|Rare|Small|CE|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Air](https://2e.aonprd.com/Traits.aspx?ID=5), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|10|130|33|+16|+23|+20|+22|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|fly 50 feet|
|[Android Infiltrator](https://2e.aonprd.com/Monsters.aspx?ID=1061)|[Android](https://2e.aonprd.com/MonsterFamilies.aspx?ID=217)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 16|Rare|Medium|N|[Android](https://2e.aonprd.com/Traits.aspx?ID=334), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|2|28|18|+8|+10|+4|+6|(+5 to [Sense Motive](https://2e.aonprd.com/Actions.aspx?ID=85)) [low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|25 feet|
|[Anemos](https://2e.aonprd.com/Monsters.aspx?ID=2614)||[Rage of Elements](https://2e.aonprd.com/Sources.aspx?ID=205) pg. 78|Rare|Medium||[Air](https://2e.aonprd.com/Traits.aspx?ID=5), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|18|310|43|+29|+33|+30|+33|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet, fly 200 feet; swiftness|
|[Angazhani](https://2e.aonprd.com/Monsters.aspx?ID=1062)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 17|Common|Large|CE|[Beast](https://2e.aonprd.com/Traits.aspx?ID=20)|8|180|26|+19|+16|+14|+18|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet, climb 25 feet|
|[Angheuvore Flesh-Gnawer](https://2e.aonprd.com/Monsters.aspx?ID=1234)|[Mortic](https://2e.aonprd.com/MonsterFamilies.aspx?ID=248)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 174|Rare|Medium|NE|[Elf](https://2e.aonprd.com/Traits.aspx?ID=58), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Mortic](https://2e.aonprd.com/Traits.aspx?ID=357), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|2|30 ( negative healing )|18|+9|+10|+5|+7|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), carrion scent (imprecise) 30 feet|30 feet|
